seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr2	101435665	101435874	210	*	X16738	4862	101436613	101613287	176675	+	738	upstream	738	NPAS2
chr2	101435665	101435874	210	*	X16739	4862	101436613	101613287	176675	+	738	upstream	738	NPAS2
chr2	101436385	101436614	230	*	X16740	4862	101436613	101613287	176675	+	0	overlapStart	0	NPAS2
chr2	101436865	101437299	435	*	X16742	4862	101436613	101613287	176675	+	0	inside	251	NPAS2
chr2	102004198	102004302	105	*	X16743	200407	101964816	102003965	39150	-	232	upstream	232	CREG2
chr2	102004198	102004302	105	*	X16744	200407	101964816	102003965	39150	-	232	upstream	232	CREG2
chr2	102803561	102803583	23	*	X16747	8808	102803433	102855811	52379	+	0	inside	127	IL1RL2
chr2	102803561	102803680	120	*	X16748	8808	102803433	102855811	52379	+	0	inside	127	IL1RL2
chr2	103235635	103235754	120	*	X16757	6549	103236166	103327809	91644	+	411	upstream	411	SLC9A2
chr2	103235800	103235903	104	*	X16758	6549	103236166	103327809	91644	+	262	upstream	262	SLC9A2
chr2	105467826	105467945	120	*	X16776	100506421	105421883	105467934	46052	-	0	overlapStart	0	PANTR1
chr2	105468085	105468275	191	*	X16777	100506421	105421883	105467934	46052	-	150	upstream	150	PANTR1
chr2	105468951	105468982	32	*	X16778	100506421	105421883	105467934	46052	-	1016	upstream	1016	PANTR1
chr2	105469765	105469834	70	*	X16779	100506421	105421883	105467934	46052	-	1830	upstream	1830	PANTR1
chr2	105470060	105470187	128	*	X16780	5455	105471969	105473471	1503	+	1781	upstream	1781	POU3F3
chr2	105470590	105470769	180	*	X16781	5455	105471969	105473471	1503	+	1199	upstream	1199	POU3F3
chr2	105471295	105471414	120	*	X16782	5455	105471969	105473471	1503	+	554	upstream	554	POU3F3
chr2	105471295	105471414	120	*	X16783	5455	105471969	105473471	1503	+	554	upstream	554	POU3F3
chr2	105471445	105471579	135	*	X16784	5455	105471969	105473471	1503	+	389	upstream	389	POU3F3
chr2	105471445	105471579	135	*	X16785	5455	105471969	105473471	1503	+	389	upstream	389	POU3F3
chr2	105471745	105471750	6	*	X16786	5455	105471969	105473471	1503	+	218	upstream	218	POU3F3
chr2	106681653	106681847	195	*	X16802	84417	106682113	106694609	12497	+	265	upstream	265	ECRG4
chr2	106682072	106682087	16	*	X16803	84417	106682113	106694609	12497	+	25	upstream	25	ECRG4
chr2	106682373	106682732	360	*	X16805	84417	106682113	106694609	12497	+	0	inside	259	ECRG4
chr2	107503955	107504089	135	*	X16809	84620	107418056	107503563	85508	-	391	upstream	391	ST6GAL2
chr2	109746579	109746728	150	*	X16819	100287216	109743784	109746575	2792	-	3	upstream	3	SH3RF3-AS1
chr2	109746579	109746728	150	*	X16820	100287216	109743784	109746575	2792	-	3	upstream	3	SH3RF3-AS1
chr2	109747029	109747163	135	*	X16821	100287216	109743784	109746575	2792	-	453	upstream	453	SH3RF3-AS1
chr2	109747029	109747163	135	*	X16822	100287216	109743784	109746575	2792	-	453	upstream	453	SH3RF3-AS1
chr2	109747749	109747883	135	*	X16823	100287216	109743784	109746575	2792	-	1173	upstream	1173	SH3RF3-AS1
chr2	110373248	110373487	240	*	X16824	151011	110300374	110371783	71410	-	1464	upstream	1464	SEPTIN10
chr2	110373248	110373487	240	*	X16825	151011	110300374	110371783	71410	-	1464	upstream	1464	SEPTIN10
chr2	110373518	110373667	150	*	X16826	151011	110300374	110371783	71410	-	1734	upstream	1734	SEPTIN10
chr2	111876730	111876834	105	*	X16835	10018	111878491	111926022	47532	+	1656	upstream	1656	BCL2L11
chr2	111876730	111876834	105	*	X16836	10018	111878491	111926022	47532	+	1656	upstream	1656	BCL2L11
chr2	111877285	111877584	300	*	X16837	10018	111878491	111926022	47532	+	906	upstream	906	BCL2L11
chr2	111877285	111877584	300	*	X16838	10018	111878491	111926022	47532	+	906	upstream	906	BCL2L11
chr2	111877945	111878079	135	*	X16839	10018	111878491	111926022	47532	+	411	upstream	411	BCL2L11
chr2	112894436	112894516	81	*	X16843	129804	112895962	112945791	49830	+	1445	upstream	1445	FBLN7
chr2	113238155	113238227	73	*	X16845	150465	113239743	113290222	50480	+	1515	upstream	1515	TTL
chr2	114036576	114036770	195	*	X16851	7849	113973574	114036498	62925	-	77	upstream	77	PAX8
chr2	114037296	114037460	165	*	X16852	7849	113973574	114036498	62925	-	797	upstream	797	PAX8
chr2	114037641	114037798	158	*	X16853	7849	113973574	114036498	62925	-	1142	upstream	1142	PAX8
chr2	114256454	114256678	225	*	X16861	200350	114256661	114258727	2067	+	0	overlapStart	0	FOXD4L1
chr2	114256949	114257072	124	*	X16862	200350	114256661	114258727	2067	+	0	inside	287	FOXD4L1
chr2	115920006	115920006	1	*	X16879	389023	115901625	115918920	17296	-	1085	upstream	1085	DPP10-AS1
chr2	115919842	115920006	165	*	X16880	389023	115901625	115918920	17296	-	921	upstream	921	DPP10-AS1
chr2	115920112	115920231	120	*	X16881	389023	115901625	115918920	17296	-	1191	upstream	1191	DPP10-AS1
chr2	115920112	115920231	120	*	X16882	389023	115901625	115918920	17296	-	1191	upstream	1191	DPP10-AS1
chr2	115920457	115920651	195	*	X16883	389023	115901625	115918920	17296	-	1536	upstream	1536	DPP10-AS1
chr2	115920457	115920651	195	*	X16884	389023	115901625	115918920	17296	-	1536	upstream	1536	DPP10-AS1
chr2	120282131	120282213	83	*	X16917	6344	120197419	120282028	84610	-	102	upstream	102	SCTR
chr2	120282064	120282213	150	*	X16918	6344	120197419	120282028	84610	-	35	upstream	35	SCTR
chr2	120981264	120981429	166	*	X16921	79134	120975047	120980984	5938	-	279	upstream	279	TMEM185B
chr2	121101720	121101854	135	*	X16933	3625	121103719	121109383	5665	+	1864	upstream	1864	INHBB
chr2	121102342	121102499	158	*	X16934	3625	121103719	121109383	5665	+	1219	upstream	1219	INHBB
chr2	121102035	121102499	465	*	X16935	3625	121103719	121109383	5665	+	1219	upstream	1219	INHBB
chr2	121103747	121103759	13	*	X16936	3625	121103719	121109383	5665	+	0	inside	27	INHBB
chr2	121224204	121224206	3	*	X16956	84931	121221911	121223925	2015	-	278	upstream	278	LINC01101
chr2	121225122	121225271	150	*	X16957	84931	121221911	121223925	2015	-	1196	upstream	1196	LINC01101
chr2	121225887	121226021	135	*	X16958	84931	121221911	121223925	2015	-	1961	upstream	1961	LINC01101
chr2	124781773	124781907	135	*	X16986	129684	124782864	125672863	890000	+	956	upstream	956	CNTNAP5
chr2	124781773	124781907	135	*	X16987	129684	124782864	125672863	890000	+	956	upstream	956	CNTNAP5
chr2	124782283	124782316	34	*	X16988	129684	124782864	125672863	890000	+	547	upstream	547	CNTNAP5
chr2	124782283	124782432	150	*	X16989	129684	124782864	125672863	890000	+	431	upstream	431	CNTNAP5
chr2	124782973	124783422	450	*	X16990	129684	124782864	125672863	890000	+	0	inside	108	CNTNAP5
chr2	127413582	127413665	84	*	X16991	2995	127413511	127454251	40741	+	0	inside	70	GYPC
chr2	128174014	128174163	150	*	X17004	5624	128175996	128186822	10827	+	1832	upstream	1832	PROC
chr2	128174404	128174538	135	*	X17005	5624	128175996	128186822	10827	+	1457	upstream	1457	PROC
chr2	128175454	128175588	135	*	X17006	5624	128175996	128186822	10827	+	407	upstream	407	PROC
chr2	128180944	128181183	240	*	X17010	100616187	128181113	128181194	82	-	0	overlapEnd	10	MIR4783
chr2	129076831	129076862	32	*	X17020	9394	129023054	129076171	53118	-	659	upstream	659	HS6ST1
chr2	129077268	129077353	86	*	X17021	9394	129023054	129076171	53118	-	1096	upstream	1096	HS6ST1
chr2	131113716	131113835	120	*	X17023	26469	131113580	131132982	19403	+	0	inside	135	PTPN18
chr2	131512633	131512767	135	*	X17025	205147	131513077	131525707	12631	+	309	upstream	309	AMER3
chr2	131512633	131512917	285	*	X17026	205147	131513077	131525707	12631	+	159	upstream	159	AMER3
chr2	136875758	136875784	27	*	X17077	7852	136871919	136875725	3807	-	32	upstream	32	CXCR4
chr2	136876658	136877047	390	*	X17078	7852	136871919	136875725	3807	-	932	upstream	932	CXCR4
chr2	139538029	139538088	60	*	X17089	11249	139426727	139537811	111085	-	217	upstream	217	NXPH2
chr2	139538104	139538268	165	*	X17090	11249	139426727	139537811	111085	-	292	upstream	292	NXPH2
chr2	139538594	139538778	185	*	X17091	11249	139426727	139537811	111085	-	782	upstream	782	NXPH2
chr2	139538374	139538778	405	*	X17092	11249	139426727	139537811	111085	-	562	upstream	562	NXPH2
chr2	139539544	139539753	210	*	X17093	11249	139426727	139537811	111085	-	1732	upstream	1732	NXPH2
chr2	145276156	145276290	135	*	X17107	100303491	145277181	145278465	1285	+	890	upstream	890	ZEB2-AS1
chr2	145276156	145276290	135	*	X17108	100303491	145277181	145278465	1285	+	890	upstream	890	ZEB2-AS1
chr2	145276426	145276545	120	*	X17109	100303491	145277181	145278465	1285	+	635	upstream	635	ZEB2-AS1
chr2	145276426	145276545	120	*	X17110	100303491	145277181	145278465	1285	+	635	upstream	635	ZEB2-AS1
chr2	145279497	145279519	23	*	X17111	9839	145141942	145277958	136017	-	1538	upstream	1538	ZEB2
chr2	145279497	145279661	165	*	X17112	9839	145141942	145277958	136017	-	1538	upstream	1538	ZEB2
chr2	152955781	152956057	277	*	X17123	785	152689286	152955593	266308	-	187	upstream	187	CACNB4
chr2	155553834	155554088	255	*	X17132	3760	155555093	155714864	159772	+	1004	upstream	1004	KCNJ3
chr2	155554644	155555063	420	*	X17133	3760	155555093	155714864	159772	+	29	upstream	29	KCNJ3
chr2	157189975	157190094	120	*	X17146	4929	157180944	157189287	8344	-	687	upstream	687	NR4A2
chr2	157190305	157190381	77	*	X17147	4929	157180944	157189287	8344	-	1017	upstream	1017	NR4A2
chr2	159824982	159825016	35	*	X17154	85461	159825146	160089170	264025	+	129	upstream	129	TANC1
chr2	159825143	159825491	349	*	X17155	85461	159825146	160089170	264025	+	0	overlapStart	0	TANC1
chr2	160654489	160654617	129	*	X17170	9936	160625139	160654766	29628	-	0	inside	148	CD302
chr2	160654489	160654878	390	*	X17171	9936	160625139	160654766	29628	-	0	overlapStart	0	CD302
chr2	160656379	160656498	120	*	X17172	9936	160625139	160654766	29628	-	1612	upstream	1612	CD302
chr2	160919265	160919348	84	*	X17178	22925	160797260	160919126	121867	-	138	upstream	138	PLA2R1
chr2	160919904	160920038	135	*	X17179	22925	160797260	160919126	121867	-	777	upstream	777	PLA2R1
chr2	162272173	162272292	120	*	X17181	10716	162272620	162281573	8954	+	327	upstream	327	TBR1
chr2	162272413	162272532	120	*	X17182	10716	162272620	162281573	8954	+	87	upstream	87	TBR1
chr2	162272863	162272982	120	*	X17183	10716	162272620	162281573	8954	+	0	inside	242	TBR1
chr2	162480780	162480899	120	*	X17191	57282	162480845	162841786	360942	+	0	overlapStart	0	SLC4A10
chr2	163695588	163695614	27	*	X17194	90134	163227917	163695257	467341	-	330	upstream	330	KCNH7
chr2	163696268	163696360	93	*	X17195	90134	163227917	163695257	467341	-	1010	upstream	1010	KCNH7
chr2	163696211	163696360	150	*	X17196	90134	163227917	163695257	467341	-	953	upstream	953	KCNH7
chr2	170219660	170219779	120	*	X17202	4036	169983619	170219122	235504	-	537	upstream	537	LRP2
chr2	170220530	170220621	92	*	X17203	4036	169983619	170219122	235504	-	1407	upstream	1407	LRP2
chr2	170336203	170336322	120	*	X17204	10324	170336006	170382772	46767	+	0	inside	196	KLHL41
chr2	170336203	170336322	120	*	X17204	129880	170336006	170363165	27160	+	0	inside	196	BBS5
chr2	171570278	171570397	120	*	X17206	389058	171571857	171574498	2642	+	1459	upstream	1459	SP5
chr2	171570533	171570667	135	*	X17207	389058	171571857	171574498	2642	+	1189	upstream	1189	SP5
chr2	171570863	171571057	195	*	X17208	389058	171571857	171574498	2642	+	799	upstream	799	SP5
chr2	171570863	171571057	195	*	X17208	440925	171568949	171571077	2129	-	0	inside	19	LINC01124
chr2	171571225	171571387	163	*	X17209	389058	171571857	171574498	2642	+	469	upstream	469	SP5
chr2	171571225	171571387	163	*	X17209	440925	171568949	171571077	2129	-	147	upstream	147	LINC01124
chr2	171571448	171571612	165	*	X17210	389058	171571857	171574498	2642	+	244	upstream	244	SP5
chr2	171571448	171571612	165	*	X17210	440925	171568949	171571077	2129	-	370	upstream	370	LINC01124
chr2	171571959	171572017	59	*	X17211	389058	171571857	171574498	2642	+	0	inside	101	SP5
chr2	171571959	171572017	59	*	X17211	440925	171568949	171571077	2129	-	881	upstream	881	LINC01124
chr2	171572318	171572542	225	*	X17212	440925	171568949	171571077	2129	-	1240	upstream	1240	LINC01124
chr2	171572715	171572797	83	*	X17213	440925	171568949	171571077	2129	-	1637	upstream	1637	LINC01124
chr2	171672233	171672272	40	*	X17216	2571	171673200	171717659	44460	+	927	upstream	927	GAD1
chr2	171672518	171672667	150	*	X17217	2571	171673200	171717659	44460	+	532	upstream	532	GAD1
chr2	171672983	171673132	150	*	X17218	2571	171673200	171717659	44460	+	67	upstream	67	GAD1
chr2	172863760	172863864	105	*	X17232	254042	172864804	172945587	80784	+	939	upstream	939	METAP1D
chr2	172948964	172949113	150	*	X17238	1745	172950208	172954401	4194	+	1094	upstream	1094	DLX1
chr2	172949354	172949375	22	*	X17239	1745	172950208	172954401	4194	+	832	upstream	832	DLX1
chr2	172968830	172968883	54	*	X17262	1746	172964166	172967478	3313	-	1351	upstream	1351	DLX2
chr2	173600703	173600716	14	*	X17272	11069	173600525	173917620	317096	+	0	inside	177	RAPGEF4
chr2	173600703	173600716	14	*	X17272	91149	173587918	173600934	13017	-	0	inside	217	RAPGEF4-AS1
chr2	173600837	173600986	150	*	X17273	91149	173587918	173600934	13017	-	0	overlapStart	0	RAPGEF4-AS1
chr2	173601137	173601271	135	*	X17274	91149	173587918	173600934	13017	-	202	upstream	202	RAPGEF4-AS1
chr2	175190258	175190278	21	*	X17276	285084	175190755	175195370	4616	+	476	upstream	476	LINC01305
chr2	175190354	175190473	120	*	X17277	285084	175190755	175195370	4616	+	281	upstream	281	LINC01305
chr2	175198087	175198191	105	*	X17285	100131390	175199821	175202268	2448	+	1629	upstream	1629	SP9
chr2	175198507	175198716	210	*	X17286	100131390	175199821	175202268	2448	+	1104	upstream	1104	SP9
chr2	175199332	175199415	84	*	X17287	100131390	175199821	175202268	2448	+	405	upstream	405	SP9
chr2	175351473	175351590	118	*	X17301	151556	175296300	175351816	55517	-	0	inside	225	GPR155
chr2	175547852	175548090	239	*	X17305	7456	175424302	175547627	123326	-	224	upstream	224	WIPF1
chr2	176957375	176957593	219	*	X17309	3239	176957532	176960666	3135	+	0	overlapStart	0	HOXD13
chr2	176980627	176980746	120	*	X17312	3236	176981492	176984670	3179	+	745	upstream	745	HOXD10
chr2	176981212	176981376	165	*	X17313	3236	176981492	176984670	3179	+	115	upstream	115	HOXD10
chr2	176994595	176994681	87	*	X17317	3234	176994422	176997423	3002	+	0	inside	172	HOXD8
chr2	177001521	177001596	76	*	X17325	100506783	176999569	177001826	2258	-	0	inside	229	HOXD-AS2
chr2	177001867	177002001	135	*	X17326	100506783	176999569	177001826	2258	-	40	upstream	40	HOXD-AS2
chr2	177002137	177002271	135	*	X17327	100506783	176999569	177001826	2258	-	310	upstream	310	HOXD-AS2
chr2	177003247	177003486	240	*	X17328	100506783	176999569	177001826	2258	-	1420	upstream	1420	HOXD-AS2
chr2	177054181	177054315	135	*	X17338	401022	177037924	177053686	15763	-	494	upstream	494	HAGLR
chr2	177502181	177502330	150	*	X17341	375295	177494309	177502302	7994	-	0	overlapStart	0	LINC01116
chr2	177502181	177502330	150	*	X17342	375295	177494309	177502302	7994	-	0	overlapStart	0	LINC01116
chr2	177502361	177502420	60	*	X17343	375295	177494309	177502302	7994	-	58	upstream	58	LINC01116
chr2	177502361	177502675	315	*	X17344	375295	177494309	177502302	7994	-	58	upstream	58	LINC01116
chr2	177502931	177503110	180	*	X17345	375295	177494309	177502302	7994	-	628	upstream	628	LINC01116
chr2	179058477	179058611	135	*	X17351	114880	179059208	179264160	204953	+	596	upstream	596	OSBPL6
chr2	179058477	179058611	135	*	X17352	114880	179059208	179264160	204953	+	596	upstream	596	OSBPL6
chr2	179058987	179059102	116	*	X17353	114880	179059208	179264160	204953	+	105	upstream	105	OSBPL6
chr2	180725669	180725923	255	*	X17361	100302172	180725563	180725635	73	-	33	upstream	33	MIR1258
chr2	180725984	180726004	21	*	X17362	100302172	180725563	180725635	73	-	348	upstream	348	MIR1258
chr2	180725984	180726004	21	*	X17362	151126	180306711	180726232	419522	-	0	inside	227	ZNF385B
chr2	180726689	180726793	105	*	X17363	100302172	180725563	180725635	73	-	1053	upstream	1053	MIR1258
chr2	180726689	180726793	105	*	X17363	151126	180306711	180726232	419522	-	456	upstream	456	ZNF385B
chr2	182545660	182545794	135	*	X17371	375298	182401401	182545392	143992	-	267	upstream	267	CERKL
chr2	182545660	182545794	135	*	X17371	4760	182540833	182545392	4560	-	267	upstream	267	NEUROD1
chr2	182546965	182547114	150	*	X17372	375298	182401401	182545392	143992	-	1572	upstream	1572	CERKL
chr2	182546965	182547114	150	*	X17372	4760	182540833	182545392	4560	-	1572	upstream	1572	NEUROD1
chr2	183731126	183731275	150	*	X17380	2487	183698005	183731498	33494	-	0	inside	222	FRZB
chr2	183731711	183731845	135	*	X17381	2487	183698005	183731498	33494	-	212	upstream	212	FRZB
chr2	183732386	183732402	17	*	X17382	2487	183698005	183731498	33494	-	887	upstream	887	FRZB
chr2	185462217	185462366	150	*	X17385	91752	185463093	185804214	341122	+	726	upstream	726	ZNF804A
chr2	185462517	185462651	135	*	X17386	91752	185463093	185804214	341122	+	441	upstream	441	ZNF804A
chr2	185462667	185462816	150	*	X17387	91752	185463093	185804214	341122	+	276	upstream	276	ZNF804A
chr2	185463072	185463221	150	*	X17388	91752	185463093	185804214	341122	+	0	overlapStart	0	ZNF804A
chr2	191272665	191272806	142	*	X17397	54842	191273081	191367041	93961	+	274	upstream	274	MFSD6
chr2	193059545	193059679	135	*	X17404	23671	192813772	193059644	245873	-	0	overlapStart	0	TMEFF2
chr2	193060544	193060708	165	*	X17405	23671	192813772	193059644	245873	-	899	upstream	899	TMEFF2
chr2	197458527	197458535	9	*	X17408	57520	197063977	197457335	393359	-	1191	upstream	1191	HECW2
chr2	197458311	197458535	225	*	X17409	57520	197063977	197457335	393359	-	975	upstream	975	HECW2
chr2	198175854	198175915	62	*	X17410	91526	197831741	198175521	343781	-	332	upstream	332	ANKRD44
chr2	198176621	198176725	105	*	X17411	91526	197831741	198175521	343781	-	1099	upstream	1099	ANKRD44
chr2	198650867	198651181	315	*	X17412	66037	198591603	198650938	59336	-	0	overlapStart	0	BOLL
chr2	198651555	198651674	120	*	X17413	66037	198591603	198650938	59336	-	616	upstream	616	BOLL
chr2	200332246	200332255	10	*	X17427	150538	200332821	200337481	4661	+	565	upstream	565	SATB2-AS1
chr2	200332966	200333070	105	*	X17428	150538	200332821	200337481	4661	+	0	inside	144	SATB2-AS1
chr2	200335861	200336040	180	*	X17432	23314	200134223	200335989	201767	-	0	overlapStart	0	SATB2
chr2	206546842	206546901	60	*	X17439	8828	206547224	206662857	115634	+	322	upstream	322	NRP2
chr2	206547262	206547411	150	*	X17440	8828	206547224	206662857	115634	+	0	inside	37	NRP2
chr2	207506408	207506587	180	*	X17455	200726	207507142	207514173	7032	+	554	upstream	554	FAM237A
chr2	207506408	207506587	180	*	X17456	200726	207507142	207514173	7032	+	554	upstream	554	FAM237A
chr2	207506963	207507142	180	*	X17457	200726	207507142	207514173	7032	+	0	overlapStart	0	FAM237A
chr2	207506963	207507142	180	*	X17458	200726	207507142	207514173	7032	+	0	overlapStart	0	FAM237A
chr2	207507233	207507472	240	*	X17459	200726	207507142	207514173	7032	+	0	inside	90	FAM237A
chr2	210635637	210635775	139	*	X17464	285175	210636717	210864024	227308	+	941	upstream	941	UNC80
chr2	211090001	211090165	165	*	X17466	33	211052716	211090215	37500	-	0	inside	49	ACADL
chr2	211091021	211091155	135	*	X17467	33	211052716	211090215	37500	-	805	upstream	805	ACADL
chr2	213403327	213403536	210	*	X17472	2066	212240442	213403352	1162911	-	0	overlapStart	0	ERBB4
chr2	213403732	213403851	120	*	X17473	2066	212240442	213403352	1162911	-	379	upstream	379	ERBB4
chr2	213403912	213404000	89	*	X17474	2066	212240442	213403352	1162911	-	559	upstream	559	ERBB4
chr2	217497030	217497179	150	*	X17480	3485	217498127	217529158	31032	+	947	upstream	947	IGFBP2
chr2	217497195	217497314	120	*	X17481	3485	217498127	217529158	31032	+	812	upstream	812	IGFBP2
chr2	217497435	217497614	180	*	X17482	3485	217498127	217529158	31032	+	512	upstream	512	IGFBP2
chr2	218897760	218897864	105	*	X17508	285180	218899657	218955304	55648	+	1792	upstream	1792	RUFY4
chr2	218898915	218899229	315	*	X17509	285180	218899657	218955304	55648	+	427	upstream	427	RUFY4
chr2	218898915	218899229	315	*	X17510	285180	218899657	218955304	55648	+	427	upstream	427	RUFY4
chr2	218899305	218899370	66	*	X17511	285180	218899657	218955304	55648	+	286	upstream	286	RUFY4
chr2	218899305	218899394	90	*	X17512	285180	218899657	218955304	55648	+	262	upstream	262	RUFY4
chr2	218899485	218899604	120	*	X17513	285180	218899657	218955304	55648	+	52	upstream	52	RUFY4
chr2	219261693	219261968	276	*	X17516	58190	219263061	219270664	7604	+	1092	upstream	1092	CTDSP1
chr2	219261684	219261968	285	*	X17517	58190	219263061	219270664	7604	+	1092	upstream	1092	CTDSP1
chr2	219262644	219262669	26	*	X17518	58190	219263061	219270664	7604	+	391	upstream	391	CTDSP1
chr2	219262709	219262868	160	*	X17519	58190	219263061	219270664	7604	+	192	upstream	192	CTDSP1
chr2	219262644	219262868	225	*	X17520	58190	219263061	219270664	7604	+	192	upstream	192	CTDSP1
chr2	219646299	219646433	135	*	X17523	1593	219646472	219680016	33545	+	38	upstream	38	CYP27A1
chr2	219722565	219722699	135	*	X17536	7475	219724546	219738954	14409	+	1846	upstream	1846	WNT6
chr2	219723435	219723569	135	*	X17537	7475	219724546	219738954	14409	+	976	upstream	976	WNT6
chr2	219724275	219724276	2	*	X17538	7475	219724546	219738954	14409	+	269	upstream	269	WNT6
chr2	219743670	219743779	110	*	X17551	80326	219745255	219758651	13397	+	1475	upstream	1475	WNT10A
chr2	219743864	219743969	106	*	X17552	80326	219745255	219758651	13397	+	1285	upstream	1285	WNT10A
chr2	219744255	219744479	225	*	X17553	80326	219745255	219758651	13397	+	775	upstream	775	WNT10A
chr2	219744930	219745034	105	*	X17554	80326	219745255	219758651	13397	+	220	upstream	220	WNT10A
chr2	219745170	219745334	165	*	X17555	80326	219745255	219758651	13397	+	0	overlapStart	0	WNT10A
chr2	219824367	219824457	91	*	X17573	8941	219824350	219826877	2528	+	0	inside	16	CDK5R2
chr2	219839143	219839262	120	*	X17579	151300	219841006	219842644	1639	+	1743	upstream	1743	LINC00608
chr2	219851483	219851662	180	*	X17590	54738	219845809	219850379	4571	-	1103	upstream	1103	FEV
chr2	219859497	219859597	101	*	X17591	1412	219854912	219858127	3216	-	1369	upstream	1369	CRYBA2
chr2	219859643	219859762	120	*	X17592	1412	219854912	219858127	3216	-	1515	upstream	1515	CRYBA2
chr2	219864923	219865312	390	*	X17599	100129175	219866937	219880444	13508	+	1624	upstream	1624	LOC100129175
chr2	219865478	219865627	150	*	X17600	100129175	219866937	219880444	13508	+	1309	upstream	1309	LOC100129175
chr2	219866198	219866527	330	*	X17601	100129175	219866937	219880444	13508	+	409	upstream	409	LOC100129175
chr2	219866198	219866527	330	*	X17601	494324	219866367	219866430	64	-	0	includeFeature	0	MIR375
chr2	219866858	219867082	225	*	X17602	100129175	219866937	219880444	13508	+	0	overlapStart	0	LOC100129175
chr2	219866858	219867082	225	*	X17602	494324	219866367	219866430	64	-	427	upstream	427	MIR375
chr2	219868208	219868417	210	*	X17603	494324	219866367	219866430	64	-	1777	upstream	1777	MIR375
chr2	219924007	219924096	90	*	X17609	100422957	219923410	219923472	63	-	534	upstream	534	MIR3131
chr2	219924547	219924921	375	*	X17610	100422957	219923410	219923472	63	-	1074	upstream	1074	MIR3131
chr2	219925162	219925285	124	*	X17611	100422957	219923410	219923472	63	-	1689	upstream	1689	MIR3131
chr2	219925162	219925285	124	*	X17611	3549	219919142	219925238	6097	-	0	overlapStart	0	IHH
chr2	219925628	219925731	104	*	X17612	3549	219919142	219925238	6097	-	389	upstream	389	IHH
chr2	220117045	220117179	135	*	X17613	80086	220117965	220136910	18946	+	785	upstream	785	TUBA4B
chr2	220118051	220118215	165	*	X17614	80086	220117965	220136910	18946	+	0	inside	85	TUBA4B
chr2	220282440	220282463	24	*	X17626	1674	220283099	220291461	8363	+	635	upstream	635	DES
chr2	220283004	220283153	150	*	X17627	1674	220283099	220291461	8363	+	0	overlapStart	0	DES
chr2	220283349	220283483	135	*	X17628	1674	220283099	220291461	8363	+	0	inside	249	DES
chr2	220362579	220362773	195	*	X17659	29926	220363587	220371718	8132	+	813	upstream	813	GMPPA
chr2	220377339	220377426	88	*	X17660	55515	220378892	220403494	24603	+	1465	upstream	1465	ASIC4
chr2	220377577	220377876	300	*	X17661	55515	220378892	220403494	24603	+	1015	upstream	1015	ASIC4
chr2	220378477	220378621	145	*	X17662	55515	220378892	220403494	24603	+	270	upstream	270	ASIC4
chr2	220378477	220378641	165	*	X17663	55515	220378892	220403494	24603	+	250	upstream	250	ASIC4
chr2	220378749	220379166	418	*	X17664	55515	220378892	220403494	24603	+	0	overlapStart	0	ASIC4
chr2	220378732	220379166	435	*	X17665	55515	220378892	220403494	24603	+	0	overlapStart	0	ASIC4
chr2	220491676	220492113	438	*	X17679	6508	220492292	220506702	14411	+	178	upstream	178	SLC4A3
chr2	222438822	222438831	10	*	X17685	2043	222282747	222437010	154264	-	1811	upstream	1811	EPHA4
chr2	223288946	223289095	150	*	X17703	130367	223289322	223423617	134296	+	226	upstream	226	SGPP2
chr2	223289111	223289179	69	*	X17704	130367	223289322	223423617	134296	+	142	upstream	142	SGPP2
chr2	223289596	223289710	115	*	X17705	130367	223289322	223423617	134296	+	0	inside	273	SGPP2
chr2	223536003	223536137	135	*	X17712	116255	223536457	223574649	38193	+	319	upstream	319	MOGAT1
chr2	224904287	224904556	270	*	X17716	5270	224839765	224904036	64272	-	250	upstream	250	SERPINE2
chr2	224905622	224905771	150	*	X17717	5270	224839765	224904036	64272	-	1585	upstream	1585	SERPINE2
chr2	225907583	225907746	164	*	X17719	55619	225629807	225907330	277524	-	252	upstream	252	DOCK10
chr2	225908092	225908226	135	*	X17720	55619	225629807	225907330	277524	-	761	upstream	761	DOCK10
chr2	228029174	228029398	225	*	X17721	1285	228029281	228179508	150228	+	0	overlapStart	0	COL4A3
chr2	228029174	228029398	225	*	X17721	1286	227867427	228029275	161849	-	0	overlapStart	0	COL4A4
chr2	228029714	228029848	135	*	X17722	1286	227867427	228029275	161849	-	438	upstream	438	COL4A4
chr2	229045985	229046089	105	*	X17728	80309	228844670	229046361	201692	-	0	inside	271	SPHKAP
chr2	229045985	229046089	105	*	X17729	80309	228844670	229046361	201692	-	0	inside	271	SPHKAP
chr2	231902163	231902244	82	*	X17736	257407	231902281	231914427	12147	+	36	upstream	36	C2orf72
chr2	232791170	232791349	180	*	X17745	4880	232786805	232791038	4234	-	131	upstream	131	NPPC
chr2	232791738	232791874	137	*	X17746	4880	232786805	232791038	4234	-	699	upstream	699	NPPC
chr2	232791635	232791874	240	*	X17747	4880	232786805	232791038	4234	-	596	upstream	596	NPPC
chr2	232792220	232792339	120	*	X17748	4880	232786805	232791038	4234	-	1181	upstream	1181	NPPC
chr2	232792220	232792339	120	*	X17749	4880	232786805	232791038	4234	-	1181	upstream	1181	NPPC
